,Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
0,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",11,738478.63636,103236.27273,91218.181818
1,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,23,173562.08696,40220.217391,37634.565217
2,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",024,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,13,95613.307692,27305.461538,25644.307692
3,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,22,182831.40909,31420.954545,23270.863636
4,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",038,EXTRACRANIAL PROCEDURES WITH CC,27,111318.55556,12183.925926,10532.222222
5,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,47,90166.212766,9712.5106383,7136.3191489
6,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,13,65932,16949,14845.769231
7,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,20,26026.5,10431.65,8639.3
8,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,74,71396.337838,14841.040541,12331.918919
9,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,62,40065.596774,8402.016129,6009.7903226
10,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,15,26791.266667,5835.7333333,3949.9333333
11,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",068,PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,12,49966.083333,7112.8333333,5677
12,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,39,28150.589744,6488.3589744,4869.7179487
13,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",070,OTHER CEREBROVASCULAR DISORDERS WITH MCC,15,56019.466667,13197.4,11472.933333
14,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,11,41874.636364,10449.272727,8965.7272727
15,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,16,43852.375,12535.6875,10785.75
16,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,25,72635.52,15526.76,10805.24
17,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,13,21109.153846,7230.1538462,5988.1538462
18,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",163,MAJOR CHEST PROCEDURES WITH MCC,13,119926.38462,29639.384615,26185.846154
19,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,17,46597.823529,11799,8003
20,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,78,54523.102564,12451.307692,10236.512821
21,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,17,38799.941176,9474.7647059,5711.9411765
22,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,43,44091.837209,9931.9069767,8012.0465116
23,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,27,45922.740741,8661.037037,6592.1851852
24,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,83,49608.843373,10305.987952,8246.9036145
25,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,17,24258.294118,6873.1764706,5084.8235294
26,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,15,62595.466667,13016.333333,10723.666667
27,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,15,101844.46667,20025.333333,18224.8
28,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,11,299513.18182,67744.181818,37597.090909
29,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,21,240523.52381,39542.095238,29507.619048
30,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,14,199607.71429,29065.428571,24551.214286
31,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,15,112638.33333,24908.333333,23056.466667
32,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,26,79296.076923,17015.961538,14326.038462
33,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,18,73516.722222,16330.222222,11462.444444
34,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,15,154904.13333,25605.8,23886.6
35,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,23,147372.6087,34407.391304,30368.391304
36,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,11,105233.45455,29153.909091,25494.727273
37,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,36,118253.41667,23201.277778,21477.388889
38,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",119,45986.941176,12423.260504,10522.109244
39,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",30,28444.533333,8452.8666667,5408.2333333
40,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",19,21103.526316,7449.2105263,3673.8421053
41,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",16,108528.0625,15423.9375,13448.375
42,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",24,47858.291667,16784.458333,12763.208333
43,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",25,33501.48,8487.28,6480.8
44,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,197,38951.025381,10008.238579,8228.9035533
45,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,13,32789.538462,8209.8461538,5806.6923077
46,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",304,HYPERTENSION WITH MCC,12,47270.75,9428.0833333,7474.0833333
47,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,19,21925.315789,6503.1578947,4616.0526316
48,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,38,44508.789474,9891.9736842,8068.3947368
49,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,55,22763.854545,6651.3636364,4584.5272727
50,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,23,15335.652174,5284.5652174,3065.9565217
51,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,40,22542.475,7135.6,5316.6
52,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",313,CHEST PAIN,23,21159.956522,6685.6521739,4260.3913043
53,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,24,68090.25,15952.25,12948.291667
54,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",321,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITH MCC OR 4+ ARTERIES/,22,114801.45455,25925.954545,17061.5
55,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",322,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC,34,82863.352941,14987.411765,10456.294118
56,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,15,222791.8,34212.133333,31282.933333
57,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,26,127019.03846,19516.192308,14333.192308
58,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,39,59865.051282,13613.923077,11807.333333
59,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,57,32620.666667,8167.0526316,6213.4210526
60,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",388,GASTROINTESTINAL OBSTRUCTION WITH MCC,17,40236.176471,11777.588235,9752.1764706
61,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,22,24576.954545,7101.8636364,4850.8181818
62,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",20,29224.4,9949.95,7279.05
63,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",49,19942.163265,6755.4285714,4877.5714286
64,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,13,43958.538462,7799.6153846,6179.3846154
65,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,28,87967.071429,20805.964286,18711.607143
66,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,49,73878,15373.163265,13511.020408
67,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,26,84394.692308,15789.576923,13850.192308
68,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,11,20011.272727,6703.9090909,5264.0909091
69,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",552,MEDICAL BACK PROBLEMS WITHOUT MCC,17,23999.235294,7846.6470588,5486.6470588
70,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,16,24853.875,7004.5,4753.125
71,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",637,DIABETES WITH MCC,13,45050.076923,11123.384615,8326.3076923
72,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",638,DIABETES WITH CC,14,25526.285714,7741.7142857,4945.5
73,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",32,35394.59375,10174.5625,8567.84375
74,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",31,28519.290323,6454.0967742,4641.1290323
75,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,13,40932.076923,10472.307692,8632.6923077
76,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,12,167781.33333,63303.75,26115.166667
77,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,62,42358.145161,12401.887097,9219.0322581
78,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,64,21550,7524.703125,5514.25
79,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,52,27199.557692,8965.7115385,7444.8461538
80,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,45,19377.955556,6957.8888889,4718.0666667
81,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,38,46905.263158,11880.842105,9698.4473684
82,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,15,22058.2,8510.1333333,6643.2666667
83,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",811,RED BLOOD CELL DISORDERS WITH MCC,16,32038.9375,10974.5,9502.9375
84,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",812,RED BLOOD CELL DISORDERS WITHOUT MCC,25,24129.52,7463.16,6054.08
85,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,70,202745.34286,35730.328571,30617.028571
86,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,18,75088,16478.166667,10211.111111
87,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,11,44729,14013.727273,12640.454545
88,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,30,259969,48491.466667,44570.3
89,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,354,57047.725989,14757.045198,12556.680791
90,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,61,30015.770492,8594.8360656,6769.557377
91,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,33,34239.969697,12603.69697,10702.030303
92,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",885,PSYCHOSES,66,14390.272727,10160.651515,7846.1515152
93,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",948,SIGNS AND SYMPTOMS WITHOUT MCC,15,28139.266667,6613.4,4089.9333333
94,010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,01,36301,AL,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,16,156239.4375,35399.75,33298.875
95,010005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,01,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,13,14508.461538,9074.2307692,4167.0769231
96,010005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,01,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,26,18036.115385,8311.3461538,5480.7692308
